order_id,user_id,order_date,product_id,qty,unit_price,total_amount,status
O00132,U0042,2025-09-13,P0441,2,4882.86,14861.03,PLACED
O00133,U0058,2025-09-01,P0977,5,4851.96,24259.8,CANCELLED
O00134,U0793,2025-08-26,P0699,1,423.86,56177.5,PLACED
O00134,U0793,2025-08-26,P0227,4,4759.01,56177.5,CANCELLED
O00134,U0793,2025-08-26,P0880,5,3355.2,56177.5,CANCELLED
O00134,U0793,2025-08-26,P0727,5,3988.32,56177.5,SHIPPED
O00135,U0102,2025-08-22,P0482,1,3077.55,29588.71,CANCELLED
O00135,U0102,2025-08-22,P0857,2,3514.32,29588.71,SHIPPED
O00135,U0102,2025-08-22,P0893,5,3644.39,29588.71,CANCELLED
O00135,U0102,2025-08-22,P0196,3,420.19,29588.71,PLACED
O00136,U0113,2025-09-17,P0889,3,2801.24,23777.85,CANCELLED
O00136,U0113,2025-09-17,P0676,1,2665.69,23777.85,PLACED
O00136,U0113,2025-09-17,P0407,2,3252.18,23777.85,PLACED
O00136,U0113,2025-09-17,P0873,2,2862.59,23777.85,CANCELLED
O00136,U0113,2025-09-17,P0675,5,95.78,23777.85,SHIPPED
O00137,U0904,2025-09-09,P0010,4,3260.97,21564.38,PLACED
O00137,U0904,2025-09-09,P0503,5,1704.1,21564.38,CANCELLED
O00138,U0604,2025-08-20,P0199,1,2839.43,2839.43,PLACED
O00139,U0882,2025-09-11,P0067,5,2951.76,24318.2,CANCELLED
O00139,U0882,2025-09-11,P0113,4,2389.85,24318.2,SHIPPED
O00140,U0044,2025-08-26,P0164,2,4922.62,49132.71,PLACED
O00140,U0044,2025-08-26,P0288,5,4748.83,49132.71,PLACED
O00140,U0044,2025-08-26,P0070,4,1918.04,49132.71,PLACED
O00140,U0044,2025-08-26,P0762,4,1967.79,49132.71,SHIPPED
O00141,U0027,2025-09-06,P0016,4,2601.19,43719.92,CANCELLED
O00141,U0027,2025-09-06,P0165,1,4244.58,43719.92,SHIPPED
O00141,U0027,2025-09-06,P0502,5,2797.39,43719.92,CANCELLED
O00141,U0027,2025-09-06,P0839,1,545.45,43719.92,SHIPPED
O00141,U0027,2025-09-06,P0943,3,4846.06,43719.92,SHIPPED
O00142,U0247,2025-08-31,P0640,3,589.49,19271.57,SHIPPED
O00142,U0247,2025-08-31,P0404,1,2232.9,19271.57,SHIPPED
O00142,U0247,2025-08-31,P0986,5,538.16,19271.57,SHIPPED
O00142,U0247,2025-08-31,P0069,2,2453.62,19271.57,PLACED
O00142,U0247,2025-08-31,P0070,4,1918.04,19271.57,CANCELLED
O00143,U0542,2025-09-18,P0376,3,880.3,8970.94,SHIPPED
O00143,U0542,2025-09-18,P0790,4,914.11,8970.94,PLACED
O00143,U0542,2025-09-18,P0654,5,392.45,8970.94,SHIPPED
O00143,U0542,2025-09-18,P0147,5,142.27,8970.94,CANCELLED
O00144,U0701,2025-09-07,P0011,2,3008.88,19567.48,PLACED
O00144,U0701,2025-09-07,P0062,4,3387.43,19567.48,SHIPPED
O00145,U0518,2025-09-03,P0125,3,4250.16,26713.1,SHIPPED
O00145,U0518,2025-09-03,P0021,1,3569.46,26713.1,SHIPPED
O00145,U0518,2025-09-03,P0960,4,2593.34,26713.1,PLACED
O00145,U0518,2025-09-03,P0947,1,19.8,26713.1,PLACED
O00146,U0304,2025-08-28,P0549,1,438.33,21645.56,CANCELLED
O00146,U0304,2025-08-28,P0999,4,1410.27,21645.56,SHIPPED
O00146,U0304,2025-08-28,P0323,2,4658.6,21645.56,CANCELLED
O00146,U0304,2025-08-28,P0497,5,1249.79,21645.56,CANCELLED
O00147,U0424,2025-09-16,P0792,2,75.41,20507.26,SHIPPED
O00147,U0424,2025-09-16,P0107,1,3927.4,20507.26,CANCELLED
O00147,U0424,2025-09-16,P0881,2,2622.42,20507.26,PLACED
O00147,U0424,2025-09-16,P0544,5,2236.84,20507.26,PLACED
O00148,U0668,2025-09-12,P0301,4,728.48,2913.92,PLACED
O00149,U0420,2025-09-03,P0079,5,4343.49,39247.37,PLACED
O00149,U0420,2025-09-03,P0097,5,764.32,39247.37,SHIPPED
O00149,U0420,2025-09-03,P0321,2,2571.32,39247.37,CANCELLED
O00149,U0420,2025-09-03,P0369,4,2141.42,39247.37,SHIPPED
O00150,U0693,2025-09-17,P0168,5,2616.26,38588.32,PLACED
O00150,U0693,2025-09-17,P0647,5,3213.6,38588.32,SHIPPED
O00150,U0693,2025-09-17,P0310,2,974.95,38588.32,PLACED
O00150,U0693,2025-09-17,P0542,4,1872.28,38588.32,SHIPPED
O00151,U0099,2025-08-19,P0322,3,31.69,3837.58,CANCELLED
O00151,U0099,2025-08-19,P0263,5,701.06,3837.58,PLACED
O00151,U0099,2025-08-19,P0085,1,237.21,3837.58,SHIPPED
O00152,U0302,2025-09-11,P0788,1,436.96,1194.52,SHIPPED
O00152,U0302,2025-09-11,P0077,2,378.78,1194.52,CANCELLED
O00153,U0046,2025-09-13,P0711,3,801.54,30504.09,PLACED
O00153,U0046,2025-09-13,P0701,5,4852.63,30504.09,CANCELLED
O00153,U0046,2025-09-13,P0784,1,3836.32,30504.09,CANCELLED
O00154,U0065,2025-09-15,P0995,4,4339.99,38542.42,CANCELLED
O00154,U0065,2025-09-15,P0164,3,4922.62,38542.42,SHIPPED
O00154,U0065,2025-09-15,P0644,5,1282.92,38542.42,PLACED
O00155,U0554,2025-08-19,P0075,3,1390.66,15976.62,SHIPPED
O00155,U0554,2025-08-19,P0014,3,3934.88,15976.62,CANCELLED
O00156,U0847,2025-08-21,P0178,1,4025.81,4025.81,CANCELLED
O00157,U0253,2025-09-07,P0563,5,1942.16,9710.8,SHIPPED
O00158,U0565,2025-08-19,P0916,2,3361.23,24307.66,PLACED
O00158,U0565,2025-08-19,P0976,4,4396.3,24307.66,SHIPPED
O00159,U0459,2025-09-15,P0696,5,4124.68,48349.19,SHIPPED
O00159,U0459,2025-09-15,P0513,4,3464.55,48349.19,SHIPPED
O00159,U0459,2025-09-15,P0601,3,4622.53,48349.19,SHIPPED
O00160,U0016,2025-09-16,P0499,2,445.04,23409.08,SHIPPED
O00160,U0016,2025-09-16,P0042,3,1874.07,23409.08,CANCELLED
O00160,U0016,2025-09-16,P0515,3,2398.88,23409.08,PLACED
O00160,U0016,2025-09-16,P0470,5,1940.03,23409.08,SHIPPED
O00161,U0419,2025-09-14,P0965,3,3288.94,9866.82,CANCELLED
O00162,U0886,2025-08-20,P0761,5,1190.01,27022.03,SHIPPED
O00162,U0886,2025-08-20,P0083,4,4659.05,27022.03,PLACED
O00162,U0886,2025-08-20,P0236,2,1217.89,27022.03,PLACED
O00163,U0714,2025-08-31,P0023,2,158.36,17676.68,SHIPPED
O00163,U0714,2025-08-31,P0995,4,4339.99,17676.68,SHIPPED
O00164,U0132,2025-09-08,P0220,4,1728.27,20840.12,CANCELLED
O00164,U0132,2025-09-08,P0761,3,1190.01,20840.12,SHIPPED
O00164,U0132,2025-09-08,P0952,2,3891.82,20840.12,PLACED
O00164,U0132,2025-09-08,P0615,3,857.79,20840.12,PLACED
O00165,U0679,2025-08-27,P0154,4,4496.62,40974.07,SHIPPED
O00165,U0679,2025-08-27,P0407,3,3252.18,40974.07,PLACED
O00165,U0679,2025-08-27,P0688,4,2270.49,40974.07,CANCELLED
O00165,U0679,2025-08-27,P0183,3,1383.03,40974.07,SHIPPED
O00166,U0795,2025-09-02,P0255,1,964.34,3920.39,SHIPPED
O00166,U0795,2025-09-02,P0657,1,113.09,3920.39,CANCELLED
O00166,U0795,2025-09-02,P0488,1,2842.96,3920.39,CANCELLED
O00167,U0036,2025-09-11,P0439,3,1787.9,15234.68,CANCELLED
O00167,U0036,2025-09-11,P0312,3,2640.36,15234.68,CANCELLED
O00167,U0036,2025-09-11,P0310,2,974.95,15234.68,SHIPPED
O00168,U0590,2025-08-23,P0813,3,4088.64,12265.92,CANCELLED
O00169,U0158,2025-08-25,P0960,2,2593.34,24404.0,PLACED
O00169,U0158,2025-08-25,P0870,2,3753.7,24404.0,PLACED
O00169,U0158,2025-08-25,P0950,2,3656.81,24404.0,PLACED
O00169,U0158,2025-08-25,P0976,1,4396.3,24404.0,PLACED
O00170,U0969,2025-09-11,P0543,2,1642.7,5690.02,CANCELLED
O00170,U0969,2025-09-11,P0711,3,801.54,5690.02,CANCELLED
O00171,U0007,2025-08-31,P0585,5,3494.65,34835.31,CANCELLED
O00171,U0007,2025-08-31,P0203,4,190.29,34835.31,SHIPPED
O00171,U0007,2025-08-31,P0092,2,3385.2,34835.31,SHIPPED
O00171,U0007,2025-08-31,P0323,1,4658.6,34835.31,PLACED
O00171,U0007,2025-08-31,P0516,2,2585.95,34835.31,CANCELLED
O00172,U0789,2025-08-23,P0838,5,2822.26,14111.3,PLACED
O00173,U0201,2025-08-23,P0483,2,4324.2,24813.57,SHIPPED
O00173,U0201,2025-08-23,P0541,3,514.69,24813.57,SHIPPED
O00173,U0201,2025-08-23,P0657,5,113.09,24813.57,CANCELLED
O00173,U0201,2025-08-23,P0694,4,3023.35,24813.57,SHIPPED
O00173,U0201,2025-08-23,P0654,5,392.45,24813.57,PLACED
O00174,U0312,2025-09-07,P0229,4,320.89,12111.91,CANCELLED
O00174,U0312,2025-09-07,P0815,3,1360.73,12111.91,PLACED
O00174,U0312,2025-09-07,P0682,2,3223.02,12111.91,CANCELLED
O00174,U0312,2025-09-07,P0034,1,300.12,12111.91,PLACED
O00175,U0616,2025-08-30,P0878,3,3841.93,25434.14,PLACED
O00175,U0616,2025-08-30,P0578,5,1572.33,25434.14,CANCELLED
O00175,U0616,2025-08-30,P0694,2,3023.35,25434.14,PLACED
O00176,U0204,2025-09-08,P0601,3,4622.53,31851.45,PLACED
O00176,U0204,2025-09-08,P0929,5,3399.24,31851.45,SHIPPED
O00176,U0204,2025-09-08,P0845,3,329.22,31851.45,PLACED
O00177,U0743,2025-09-17,P0632,2,1597.59,5899.47,SHIPPED
O00177,U0743,2025-09-17,P0293,3,755.46,5899.47,PLACED
O00177,U0743,2025-09-17,P0124,1,437.91,5899.47,SHIPPED
O00178,U0215,2025-08-21,P0189,1,3087.66,14786.98,CANCELLED
O00178,U0215,2025-08-21,P0866,1,3431.39,14786.98,PLACED
O00178,U0215,2025-08-21,P0236,5,1217.89,14786.98,CANCELLED
O00178,U0215,2025-08-21,P0697,3,726.16,14786.98,PLACED
O00179,U0871,2025-09-17,P0521,2,1408.05,2816.1,PLACED
O00180,U0494,2025-08-22,P0632,2,1597.59,18406.15,CANCELLED
O00180,U0494,2025-08-22,P0297,1,3018.44,18406.15,PLACED
O00180,U0494,2025-08-22,P0636,4,2411.36,18406.15,SHIPPED
O00180,U0494,2025-08-22,P0415,1,2547.09,18406.15,PLACED
O00181,U0069,2025-08-27,P0957,3,3911.66,42673.56,SHIPPED
O00181,U0069,2025-08-27,P0774,2,1662.99,42673.56,CANCELLED
O00181,U0069,2025-08-27,P0315,3,1142.3,42673.56,PLACED
O00181,U0069,2025-08-27,P0759,5,1584.96,42673.56,SHIPPED
O00181,U0069,2025-08-27,P0407,5,3252.18,42673.56,CANCELLED
O00182,U0350,2025-09-09,P0108,3,1392.03,27001.07,SHIPPED
O00182,U0350,2025-09-09,P0742,1,3517.86,27001.07,PLACED
O00182,U0350,2025-09-09,P0706,1,398.44,27001.07,CANCELLED
O00182,U0350,2025-09-09,P0228,4,4727.17,27001.07,CANCELLED
O00183,U0548,2025-08-31,P0193,1,3854.68,7832.11,PLACED
O00183,U0548,2025-08-31,P0127,1,3977.43,7832.11,CANCELLED
O00184,U0676,2025-09-05,P0599,4,4165.74,16662.96,SHIPPED
O00185,U0818,2025-08-27,P0643,5,118.97,594.85,SHIPPED
O00186,U0406,2025-09-12,P0841,2,3019.58,10006.34,PLACED
O00186,U0406,2025-09-12,P0034,1,300.12,10006.34,PLACED
O00186,U0406,2025-09-12,P0134,2,1833.53,10006.34,SHIPPED
O00187,U0927,2025-09-04,P0748,3,4737.48,34526.39,SHIPPED
O00187,U0927,2025-09-04,P0970,3,529.2,34526.39,PLACED
O00187,U0927,2025-09-04,P0916,5,3361.23,34526.39,PLACED
O00187,U0927,2025-09-04,P0001,4,480.05,34526.39,PLACED
O00188,U0654,2025-09-18,P0319,5,2852.19,14260.95,PLACED
O00189,U0044,2025-08-24,P0547,3,3469.42,31192.45,CANCELLED
O00189,U0044,2025-08-24,P0342,2,4814.16,31192.45,PLACED
O00189,U0044,2025-08-24,P0098,2,493.71,31192.45,CANCELLED
O00189,U0044,2025-08-24,P0928,5,2033.69,31192.45,PLACED
O00190,U0543,2025-08-31,P0015,1,296.39,11036.13,PLACED
O00190,U0543,2025-08-31,P0719,1,1893.94,11036.13,CANCELLED
O00190,U0543,2025-08-31,P0818,3,2948.6,11036.13,PLACED
O00191,U0254,2025-09-16,P0926,3,2235.23,16169.05,PLACED
O00191,U0254,2025-09-16,P0122,5,1634.88,16169.05,CANCELLED
O00191,U0254,2025-09-16,P0680,4,322.24,16169.05,CANCELLED
O00192,U0976,2025-08-30,P0013,2,1983.46,16589.82,CANCELLED
O00192,U0976,2025-08-30,P0210,3,3211.29,16589.82,PLACED
O00192,U0976,2025-08-30,P0848,1,2989.03,16589.82,PLACED
O00193,U0241,2025-09-18,P0597,5,2029.68,43827.33,CANCELLED
O00193,U0241,2025-09-18,P0910,4,2555.95,43827.33,PLACED
O00193,U0241,2025-09-18,P0671,4,2205.44,43827.33,PLACED
O00193,U0241,2025-09-18,P0904,3,4877.79,43827.33,CANCELLED
O00194,U0909,2025-09-03,P0499,3,445.04,8168.82,PLACED
O00194,U0909,2025-09-03,P0587,5,1366.74,8168.82,PLACED
O00195,U0514,2025-08-30,P0038,4,2583.51,19699.27,PLACED
O00195,U0514,2025-08-30,P0628,4,1595.09,19699.27,CANCELLED
O00195,U0514,2025-08-30,P0018,1,2984.87,19699.27,PLACED
O00196,U0508,2025-08-26,P0428,3,1832.63,36645.44,CANCELLED
O00196,U0508,2025-08-26,P0764,5,3570.11,36645.44,PLACED
O00196,U0508,2025-08-26,P0243,5,2659.4,36645.44,PLACED
O00197,U0262,2025-08-22,P0328,2,4952.95,14624.51,CANCELLED
O00197,U0262,2025-08-22,P0046,1,4718.61,14624.51,SHIPPED
O00198,U0800,2025-09-16,P0063,4,68.29,4917.97,SHIPPED
O00198,U0800,2025-09-16,P0039,1,2586.05,4917.97,PLACED
O00198,U0800,2025-09-16,P0541,4,514.69,4917.97,SHIPPED
O00199,U0061,2025-08-28,P0964,3,1226.41,3679.23,SHIPPED
O00200,U0260,2025-09-09,P0416,3,4396.3,23377.57,CANCELLED
O00200,U0260,2025-09-09,P0737,2,714.52,23377.57,PLACED
O00200,U0260,2025-09-09,P0156,2,38.63,23377.57,PLACED
O00200,U0260,2025-09-09,P0071,2,2556.17,23377.57,SHIPPED
O00200,U0260,2025-09-09,P0761,3,1190.01,23377.57,CANCELLED
O00201,U0850,2025-09-06,P0079,3,4343.49,31313.69,SHIPPED
O00201,U0850,2025-09-06,P0585,5,3494.65,31313.69,CANCELLED
O00201,U0850,2025-09-06,P0661,1,809.97,31313.69,SHIPPED
O00202,U0022,2025-08-28,P0652,5,4625.79,40365.18,PLACED
O00202,U0022,2025-08-28,P0562,4,259.4,40365.18,SHIPPED
O00202,U0022,2025-08-28,P0446,3,3791.97,40365.18,SHIPPED
O00202,U0022,2025-08-28,P0636,2,2411.36,40365.18,SHIPPED
O00203,U0971,2025-08-29,P0370,4,1632.26,9913.82,PLACED
O00203,U0971,2025-08-29,P0842,1,2825.68,9913.82,SHIPPED
O00203,U0971,2025-08-29,P0559,1,559.1,9913.82,SHIPPED
O00204,U0303,2025-08-30,P0864,3,2724.74,30351.45,SHIPPED
O00204,U0303,2025-08-30,P0588,5,1858.11,30351.45,CANCELLED
O00204,U0303,2025-08-30,P0603,4,3221.67,30351.45,SHIPPED
O00205,U0030,2025-08-23,P0251,1,4211.7,19796.82,CANCELLED
O00205,U0030,2025-08-23,P0051,1,2779.91,19796.82,PLACED
O00205,U0030,2025-08-23,P0004,4,3142.0,19796.82,SHIPPED
O00205,U0030,2025-08-23,P0085,1,237.21,19796.82,SHIPPED
O00206,U0396,2025-08-30,P0751,5,4355.01,80489.45,CANCELLED
O00206,U0396,2025-08-30,P0381,4,668.1,80489.45,PLACED
O00206,U0396,2025-08-30,P0184,5,3366.63,80489.45,PLACED
O00206,U0396,2025-08-30,P0572,5,4324.97,80489.45,SHIPPED
O00206,U0396,2025-08-30,P0741,5,3516.8,80489.45,CANCELLED
O00207,U0312,2025-09-02,P0457,4,2862.35,33641.24,PLACED
O00207,U0312,2025-09-02,P0347,1,769.38,33641.24,CANCELLED
O00207,U0312,2025-09-02,P0545,1,4677.1,33641.24,SHIPPED
O00207,U0312,2025-09-02,P0144,4,4186.34,33641.24,SHIPPED
O00208,U0052,2025-08-29,P0239,5,3089.33,16087.39,PLACED
O00208,U0052,2025-08-29,P0467,3,213.58,16087.39,SHIPPED
O00209,U0477,2025-08-23,P0975,4,48.29,193.16,PLACED
O00210,U0302,2025-08-19,P0263,3,701.06,42738.76,PLACED
O00210,U0302,2025-08-19,P0607,5,3877.47,42738.76,CANCELLED
O00210,U0302,2025-08-19,P0071,2,2556.17,42738.76,PLACED
O00210,U0302,2025-08-19,P0591,4,1943.46,42738.76,PLACED
O00210,U0302,2025-08-19,P0826,3,2787.35,42738.76,SHIPPED
O00211,U0875,2025-09-01,P0056,2,806.39,18352.28,PLACED
O00211,U0875,2025-09-01,P0100,5,1111.06,18352.28,CANCELLED
O00211,U0875,2025-09-01,P0544,5,2236.84,18352.28,CANCELLED
O00212,U0717,2025-08-22,P0998,2,973.8,13320.43,CANCELLED
O00212,U0717,2025-08-22,P0082,2,4613.12,13320.43,PLACED
O00212,U0717,2025-08-22,P0111,3,715.53,13320.43,PLACED
O00213,U0497,2025-09-03,P0855,2,607.11,14062.01,PLACED
O00213,U0497,2025-09-03,P0737,5,714.52,14062.01,PLACED
O00213,U0497,2025-09-03,P0658,3,2845.22,14062.01,CANCELLED
O00213,U0497,2025-09-03,P0203,2,190.29,14062.01,PLACED
O00213,U0497,2025-09-03,P0275,5,71.79,14062.01,SHIPPED
O00214,U0197,2025-08-22,P0117,3,302.0,37918.98,PLACED
O00214,U0197,2025-08-22,P0379,4,4985.13,37918.98,PLACED
O00214,U0197,2025-08-22,P0198,2,925.42,37918.98,SHIPPED
O00214,U0197,2025-08-22,P0083,2,4659.05,37918.98,CANCELLED
O00214,U0197,2025-08-22,P0067,2,2951.76,37918.98,CANCELLED
O00215,U0821,2025-09-12,P0553,4,1455.52,25121.14,PLACED
O00215,U0821,2025-09-12,P0637,2,1541.19,25121.14,CANCELLED
O00215,U0821,2025-09-12,P0583,2,2417.9,25121.14,SHIPPED
O00215,U0821,2025-09-12,P0658,4,2845.22,25121.14,CANCELLED
O00216,U0818,2025-08-20,P0699,2,423.86,11102.12,PLACED
O00216,U0818,2025-08-20,P0843,4,2563.6,11102.12,SHIPPED
O00217,U0858,2025-08-26,P0212,1,2326.99,25861.36,CANCELLED
O00217,U0858,2025-08-26,P0931,4,4423.14,25861.36,SHIPPED
O00217,U0858,2025-08-26,P0578,1,1572.33,25861.36,CANCELLED
O00217,U0858,2025-08-26,P0465,2,2134.74,25861.36,SHIPPED
O00218,U0565,2025-09-18,P0716,5,3575.45,82592.04,PLACED
O00218,U0565,2025-09-18,P0705,5,2645.18,82592.04,PLACED
O00218,U0565,2025-09-18,P0608,5,3978.04,82592.04,SHIPPED
O00218,U0565,2025-09-18,P0662,3,3895.23,82592.04,SHIPPED
O00218,U0565,2025-09-18,P0354,5,3982.6,82592.04,SHIPPED
O00219,U0847,2025-09-01,P0242,3,2577.98,26932.33,PLACED
O00219,U0847,2025-09-01,P0015,4,296.39,26932.33,SHIPPED
O00219,U0847,2025-09-01,P0386,5,3238.3,26932.33,SHIPPED
O00219,U0847,2025-09-01,P0855,3,607.11,26932.33,PLACED
O00220,U0458,2025-08-28,P0766,1,538.13,27398.5,PLACED
O00220,U0458,2025-08-28,P0762,2,1967.79,27398.5,SHIPPED
O00220,U0458,2025-08-28,P0265,5,2128.31,27398.5,SHIPPED
O00220,U0458,2025-08-28,P0598,4,3070.81,27398.5,PLACED
O00221,U0610,2025-08-28,P0871,4,2193.8,8775.2,SHIPPED
O00222,U0448,2025-09-07,P0599,4,4165.74,22791.32,PLACED
O00222,U0448,2025-09-07,P0289,2,3064.18,22791.32,CANCELLED
O00223,U0954,2025-09-05,P0613,3,3077.85,9233.55,SHIPPED
O00224,U0976,2025-09-16,P0475,4,4306.52,17650.74,PLACED
O00224,U0976,2025-09-16,P0689,1,424.66,17650.74,SHIPPED
O00225,U0324,2025-09-13,P0976,2,4396.3,66191.37,PLACED
O00225,U0324,2025-09-13,P0386,2,3238.3,66191.37,CANCELLED
O00225,U0324,2025-09-13,P0079,4,4343.49,66191.37,CANCELLED
O00225,U0324,2025-09-13,P0434,5,4934.17,66191.37,PLACED
O00225,U0324,2025-09-13,P0758,4,2219.34,66191.37,CANCELLED
O00226,U0828,2025-08-31,P0457,1,2862.35,19986.46,CANCELLED
O00226,U0828,2025-08-31,P0468,3,1421.05,19986.46,PLACED
O00226,U0828,2025-08-31,P0047,1,4841.66,19986.46,SHIPPED
O00226,U0828,2025-08-31,P0359,3,2673.1,19986.46,PLACED
O00227,U0814,2025-09-10,P0989,5,3243.93,40880.72,SHIPPED
O00227,U0814,2025-09-10,P0167,3,2304.14,40880.72,PLACED
O00227,U0814,2025-09-10,P0229,5,320.89,40880.72,CANCELLED
O00227,U0814,2025-09-10,P0944,5,3228.84,40880.72,CANCELLED
O00228,U0483,2025-08-28,P0447,5,2101.97,29990.74,SHIPPED
O00228,U0483,2025-08-28,P0860,3,429.35,29990.74,PLACED
O00228,U0483,2025-08-28,P0976,3,4396.3,29990.74,SHIPPED
O00228,U0483,2025-08-28,P0344,3,1667.98,29990.74,PLACED
O00229,U0984,2025-08-23,P0142,3,2112.42,53414.38,PLACED
O00229,U0984,2025-08-23,P0348,4,4484.98,53414.38,SHIPPED
O00229,U0984,2025-08-23,P0989,5,3243.93,53414.38,PLACED
O00229,U0984,2025-08-23,P0038,5,2583.51,53414.38,CANCELLED
O00230,U0513,2025-08-23,P0728,2,86.83,7006.57,CANCELLED
O00230,U0513,2025-08-23,P0982,5,95.8,7006.57,PLACED
O00230,U0513,2025-08-23,P0425,3,751.23,7006.57,SHIPPED
O00230,U0513,2025-08-23,P0587,3,1366.74,7006.57,CANCELLED
O00231,U0705,2025-09-18,P0690,5,1663.95,33453.16,PLACED
O00231,U0705,2025-09-18,P0597,5,2029.68,33453.16,CANCELLED
O00231,U0705,2025-09-18,P0944,4,3228.84,33453.16,SHIPPED
O00231,U0705,2025-09-18,P0962,5,413.93,33453.16,SHIPPED
O00232,U0016,2025-09-16,P0025,3,4167.75,45498.58,SHIPPED
O00232,U0016,2025-09-16,P0251,5,4211.7,45498.58,CANCELLED
O00232,U0016,2025-09-16,P0882,1,3411.7,45498.58,CANCELLED
O00232,U0016,2025-09-16,P0923,3,2841.71,45498.58,CANCELLED
O00233,U0606,2025-09-07,P0278,5,1198.27,5991.35,CANCELLED
O00234,U0204,2025-09-13,P0687,4,1731.37,13368.82,PLACED
O00234,U0204,2025-09-13,P0603,2,3221.67,13368.82,PLACED
O00235,U0130,2025-09-04,P0489,2,1140.52,31956.79,CANCELLED
O00235,U0130,2025-09-04,P0783,2,3186.77,31956.79,CANCELLED
O00235,U0130,2025-09-04,P0768,4,2151.19,31956.79,CANCELLED
O00235,U0130,2025-09-04,P0758,4,2219.34,31956.79,SHIPPED
O00235,U0130,2025-09-04,P0470,3,1940.03,31956.79,PLACED
O00236,U0109,2025-09-15,P0230,2,1953.8,31057.68,SHIPPED
O00236,U0109,2025-09-15,P0483,2,4324.2,31057.68,SHIPPED
O00236,U0109,2025-09-15,P0343,4,4625.42,31057.68,CANCELLED
O00237,U0788,2025-09-07,P0954,4,4676.62,38926.76,SHIPPED
O00237,U0788,2025-09-07,P0132,2,3257.72,38926.76,PLACED
O00237,U0788,2025-09-07,P0940,1,2770.54,38926.76,SHIPPED
O00237,U0788,2025-09-07,P0058,3,2739.92,38926.76,CANCELLED
O00237,U0788,2025-09-07,P0610,2,1357.27,38926.76,SHIPPED
O00238,U0323,2025-09-16,P0165,3,4244.58,36909.33,SHIPPED
O00238,U0323,2025-09-16,P0056,1,806.39,36909.33,CANCELLED
O00238,U0323,2025-09-16,P0639,5,4673.84,36909.33,CANCELLED
O00239,U0354,2025-09-14,P0980,3,4983.2,54353.01,PLACED
O00239,U0354,2025-09-14,P0537,4,4622.96,54353.01,SHIPPED
O00239,U0354,2025-09-14,P0590,4,2939.38,54353.01,PLACED
O00239,U0354,2025-09-14,P0966,5,1149.17,54353.01,PLACED
O00239,U0354,2025-09-14,P0503,2,1704.1,54353.01,PLACED
O00240,U0794,2025-08-31,P0909,4,4697.31,41338.48,SHIPPED
O00240,U0794,2025-08-31,P0812,5,3592.12,41338.48,CANCELLED
O00240,U0794,2025-08-31,P0247,2,1438.3,41338.48,PLACED
O00240,U0794,2025-08-31,P0797,3,570.68,41338.48,PLACED
O00241,U0885,2025-09-05,P0314,4,4619.1,37498.8,PLACED
O00241,U0885,2025-09-05,P0017,4,4755.6,37498.8,SHIPPED
O00242,U0990,2025-08-27,P0771,2,716.64,22803.08,CANCELLED
O00242,U0990,2025-08-27,P0009,1,1761.86,22803.08,CANCELLED
O00242,U0990,2025-08-27,P0994,4,4563.31,22803.08,SHIPPED
O00242,U0990,2025-08-27,P0053,1,1354.7,22803.08,SHIPPED
O00243,U0926,2025-09-01,P0514,3,2349.76,20149.42,CANCELLED
O00243,U0926,2025-09-01,P0943,1,4846.06,20149.42,SHIPPED
O00243,U0926,2025-09-01,P0756,2,3309.6,20149.42,CANCELLED
O00243,U0926,2025-09-01,P0122,1,1634.88,20149.42,CANCELLED
O00244,U0303,2025-09-05,P0608,1,3978.04,3978.04,PLACED
O00245,U0166,2025-08-25,P0557,1,943.25,943.25,PLACED
O00246,U0560,2025-08-28,P0387,1,3067.64,3353.84,PLACED
O00246,U0560,2025-08-28,P0505,2,143.1,3353.84,PLACED
O00247,U0575,2025-09-12,P0830,3,2923.17,48916.44,CANCELLED
O00247,U0575,2025-09-12,P0999,2,1410.27,48916.44,PLACED
O00247,U0575,2025-09-12,P0040,4,4643.22,48916.44,CANCELLED
O00247,U0575,2025-09-12,P0422,3,3723.93,48916.44,PLACED
O00247,U0575,2025-09-12,P0403,3,2527.24,48916.44,CANCELLED
O00248,U0954,2025-09-08,P0052,5,1150.25,9221.81,SHIPPED
O00248,U0954,2025-09-08,P0476,5,452.88,9221.81,SHIPPED
O00248,U0954,2025-09-08,P0968,4,301.54,9221.81,SHIPPED
O00249,U0141,2025-09-03,P0797,1,570.68,729.04,CANCELLED
O00249,U0141,2025-09-03,P0023,1,158.36,729.04,CANCELLED
O00250,U0743,2025-08-25,P0598,3,3070.81,37009.41,CANCELLED
O00250,U0743,2025-08-25,P0380,4,393.4,37009.41,CANCELLED
O00250,U0743,2025-08-25,P0872,3,2337.91,37009.41,CANCELLED
O00250,U0743,2025-08-25,P0878,5,3841.93,37009.41,SHIPPED
O00251,U0012,2025-09-09,P0735,1,2416.78,2416.78,PLACED
O00252,U0476,2025-08-26,P0184,2,3366.63,22598.61,CANCELLED
O00252,U0476,2025-08-26,P0241,3,883.58,22598.61,SHIPPED
O00252,U0476,2025-08-26,P0835,3,4063.47,22598.61,CANCELLED
O00252,U0476,2025-08-26,P0747,5,204.84,22598.61,PLACED
O00253,U0951,2025-09-08,P0072,5,4140.61,44714.05,SHIPPED
O00253,U0951,2025-09-08,P0768,4,2151.19,44714.05,SHIPPED
